Date,Site,#,CW,Color,boat,boat+wet,boat+dry,bag,bag+pre,bag+post,crucible,cruc+pre,cruc+post
7/11/22,Bristol,75,24.0,4,1080.816,1898.408,1225.085,198.249,332.394,308.995,2717.626,2826.043,2727.240
7/11/22,Bristol,76,15.8,2,1060.381,1263.914,1111.571,198.229,252.470,248.087,2955.621,3006.031,2959.652
7/11/22,Bristol,77,20.5,1,1117.900,1475.157,1224.251,197.037,299.082,296.948,2834.242,2934.907,2843.802
7/11/22,Bristol,78,19.8,1,1065.734,1396.917,1150.420,198.270,282.786,277.892,2468.850,2548.986,2475.215
7/11/22,Bristol,79,15.0,3,1075.106,1311.318,1124.090,197.020,244.859,237.791,2876.497,2918.682,2879.972
7/11/22,Bristol,81,15.1,2,1092.388,1301.641,1148.128,198.485,254.024,250.887,2795.683,2848.372,2799.169
7/11/22,Bristol,82,15.8,4,1093.873,1349.620,1138.729,198.561,243.355,240.108,2972.215,3014.985,2976.693
7/11/22,Bristol,83,16.5,3,1084.489,1456.421,1147.090,199.314,260.964,256.195,2999.528,3056.691,3006.740
7/11/22,Bristol,84,20.0,3,1071.350,1540.598,1161.904,198.517,283.100,271.073,2765.450,2837.580,2770.988
7/11/22,Bristol,85,21.5,2,1091.181,1662.582,1220.804,198.780,326.965,318.671,2752.813,2871.746,2764.246
7/11/22,Bristol,86,18.7,3,1079.507,1487.881,1155.437,200.002,271.320,266.247,2563.786,2629.706,2569.623
7/11/22,Bristol,87,18.3,3,1078.520,1453.126,1153.103,201.855,275.611,268.772,2587.375,2653.724,2592.773
7/11/22,Bristol,88,14.0,2,1135.699,1257.468,1172.492,198.809,236.687,233.373,2889.203,2924.747,2891.737
7/11/22,Bristol,89,17.4,2,1161.154,1464.266,1235.911,199.725,273.209,268.835,2910.465,2979.938,2916.548
7/11/22,Bristol,90,17.5,2,1134.731,1450.344,1206.630,196.546,268.182,263.161,2716.619,2782.920,2721.315
7/11/22,Bristol,91,14.9,2,1067.853,1221.295,1113.426,197.941,243.460,241.469,4411.357,4455.444,4414.724
7/11/22,Bristol,92,16.7,3,1089.544,1378.834,1154.899,195.473,259.120,251.861,4513.246,4568.638,4516.977
7/11/22,Bristol,93,16.9,2,1108.762,1319.043,1165.547,200.191,256.983,254.358,4456.064,4510.499,4460.558
7/11/22,Bristol,94,15.1,3,1068.395,1246.973,1113.732,199.351,244.241,241.489,4590.791,4632.343,4593.830
7/19/22,Scituate,1,19.1,2,1077.633,1392.520,1200.810,184.204,311.844,303.671,2956.787,3077.536,2970.855
7/19/22,Scituate,2,24.1,2,1077.743,1711.491,1316.538,184.424,427.941,417.221,2834.644,3068.978,2857.796
7/19/22,Scituate,3,18.3,2,1028.432,1454.378,1271.545,184.626,332.481,324.023,2469.243,2601.634,2506.676
7/19/22,Scituate,4,16.4,2,1134.722,1309.701,1194.744,185.145,249.474,243.629,2879.230,2937.912,2882.236
7/19/22,Scituate,5,21.8,2,1056.282,1275.092,1126.277,185.119,258.860,253.608,2527.774,2596.043,2533.169
7/19/22,Scituate,6,16.4,3,1107.883,1388.452,1192.366,184.947,273.521,266.551,2802.451,2884.475,2802.708
7/19/22,Scituate,7,17.5,2,1048.734,1285.530,1147.181,183.713,286.285,280.426,2972.147,3068.711,2984.224
7/19/22,Scituate,8,18.7,2,1072.271,1313.712,1173.021,194.678,299.686,293.946,3004.120,3102.95,3011.406
7/19/22,Scituate,9,20.1,2,1063.642,1418.825,1194.246,191.033,325.491,319.566,2765.527,2893.807,2777.460
7/19/22,Scituate,10,17.1,2,1055.446,1275.230,1132.900,192.458,273.808,268.899,2752.766,2829.055,2760.299
7/19/22,Scituate,11,17.5,3,1125.365,1397.388,1224.445,185.860,289.387,284.529,2563.959,2662.623,2571.646
7/19/22,Scituate,12,15.6,1,1055.751,1218.877,1122.156,191.412,261.892,257.314,2587.306,2653.271,2593.934
7/19/22,Scituate,13,16.5,4,1120.104,1391.841,1211.488,193.270,289.289,283.944,2889.413,2980.127,2897.411
7/19/22,Scituate,14,17.2,3,1055.651,1287.742,1145.412,193.691,286.610,281.125,2910.452,2998.343,2920.067
7/19/22,Scituate,15,15.5,3,1093.598,1271.371,1162.335,194.995,267.397,263.498,2716.477,2784.976,2723.043
7/19/22,Scituate,16,15.9,4,1090.743,1393.337,1152.172,193.912,259.245,247.948,4411.465,4464.264,4417.735
7/19/22,Scituate,17,14.3,4,1129.917,1367.909,1176.258,186.765,236.490,231.201,4513.487,4557.946,4517.486
7/19/22,Scituate,18,19.0,3,1108.630,1509.363,1190.094,187.341,270.695,259.808,4456.160,4528.875,4464.305
7/19/22,Scituate,19,16.8,1,1089.620,1292.243,1170.859,193.623,278.586,274.211,4590.993,4670.931,4600.087
7/19/22,Scituate,20,16.9,2,1029.964,1367.698,1215.219,194.250,291.343,286.395,2956.329,3047.565,2967.233
7/19/22,Scituate,21,17.0,2,1105.936,1287.769,1180.356,190.993,269.525,265.948,2835.953,2910.318,2845.146
7/19/22,Scituate,22,19.0,3,1065.849,1464.549,1184.878,196.918,320.802,316.071,2469.001,2587.833,2479.108
7/19/22,Scituate,23,18.4,2,1094.308,1387.722,1209.640,195.412,314.686,311.145,2876.568,2991.127,2888.315
7/19/22,Scituate,24,20.0,3,1093.989,1480.378,1246.672,192.133,348.422,343.488,2527.691,2678.061,2547.342
7/19/22,Scituate,25,26.5,2,1080.702,1765.592,1354.181,191.765,471.454,464.405,2796.651,3070.189,2830.780
7/19/22,Scituate,26,15.2,3,1069.555,1214.517,1124.929,191.863,250.930,246.400,2976.017,3029.951,2978.015
7/19/22,Scituate,27,23.5,3,1100.839,1740.691,1320.720,192.036,416.062,409.592,2999.682,3217.704,3027.746
7/19/22,Scituate,28,22.3,3,1138.996,1570.934,1274.596,191.973,332.125,326.746,2765.697,2899.728,2777.956
7/19/22,Scituate,29,17.4,3,1089.987,1512.163,1170.691,193.458,279.325,273.882,2753.081,2832.985,2760.691
7/19/22,Scituate,30,16.9,2,1110.899,1412.756,1211.064,191.216,294.799,291.951,2566.561,2666.228,2573.428
7/19/22,Scituate,31,19.6,2,1108.899,1488.071,1238.107,194.079,326.370,321.167,2587.292,2714.302,2603.749
7/19/22,Scituate,32,21.6,2,1124.390,1538.074,1265.775,197.158,343.443,337.545,2889.296,3028.977,2903.865
7/19/22,Scituate,33,18.9,2,1048.480,1328.384,1158.904,193.446,307.023,304.307,2910.688,3019.777,2924.447
7/19/22,Scituate,35,23.2,2,1082.328,1891.346,1347.716,194.920,463.662,459.857,4411.552,4676.161,4446.203
7/19/22,Scituate,36,19.3,3,1026.893,1401.386,1152.469,195.530,323.216,319.388,4513.413,4636.091,4525.898
7/19/22,Scituate,37,23.3,2,1074.146,1763.563,1308.600,194.420,432.249,425.853,4456.324,4687.401,4490.291
7/19/22,Scituate,38,21.0,4,1074.776,1578.891,1245.326,196.125,370.060,366.766,4590.940,4760.424,4613.082
7/19/22,Scituate,39,20.4,2,1099.921,1469.920,1227.718,197.141,328.205,324.899,2959.724,3086.662,2971.553
7/19/22,Scituate,40,15.4,4,1088.038,1308.548,1126.692,195.243,236.918,232.915,2835.408,2871.842,2838.590
7/19/22,Scituate,41,26.1,2,1101.789,2213.720,1425.906,196.387,526.421,519.982,2473.589,2794.089,2495.286
7/19/22,Scituate,42,18.3,2,1081.104,1520.930,1214.580,197.784,336.267,332.119,2876.383,3010.244,2889.713
7/19/22,Scituate,43,24.3,1,1070.298,1813.360,1326.992,199.349,458.997,449.382,2528.022,2777.643,2564.897
7/19/22,Scituate,44,18.0,4,1075.505,1561.570,1171.473,199.318,297.861,292.692,2796.713,2884.788,2805.425
7/19/22,Scituate,45,21.0,2,1073.473,1709.898,1278.611,199.844,408.852,404.164,2972.653,3176.734,2990.314
7/19/22,Scituate,46,16.3,3,1063.074,1336.561,1153.086,199.367,290.826,285.823,3002.533,3089.027,3009.831
7/19/22,Scituate,47,23.5,3,1085.018,1701.409,1311.924,196.434,426.601,422.455,2765.867,2991.145,2798.035
7/19/22,Scituate,48,22.5,2,1118.346,1462.361,1212.050,198.647,295.431,290.241,2753.063,2841.308,2759.066
7/19/22,Scituate,49,17.3,2,1077.260,1373.523,1182.179,198.852,305.546,302.068,2564.467,2667.096,2574.961
7/19/22,Scituate,50,16.1,2,1047.251,1227.627,1112.314,196.522,263.201,260.615,2587.398,2650.915,2593.414
7/19/22,Scituate,51,18.8,2,1060.390,1406.190,1187.240,198.848,327.249,323.137,2889.790,3013.240,2905.733
7/19/22,Scituate,52,18.5,1,1093.154,1420.970,1211.293,198.134,319.431,316.950,2910.726,3028.506,2928.356
7/19/22,Scituate,53,15.8,2,1079.098,1239.237,1138.251,199.985,260.038,257.979,2718.995,2776.562,2721.460
7/19/22,Scituate,54,19.0,2,1084.171,1449.025,1218.176,198.518,335.509,332.770,4413.167,4545.894,4427.168
7/19/22,Scituate,55,19.7,2,1113.673,1526.286,1250.398,195.663,335.270,332.857,4513.375,4649.206,4532.140
8/30/22,Scituate,1,16.1,3,1077.936,1388.972,1131.413,187.832,239.840,227.890,4801.538,4845.292,4806.344
8/30/22,Scituate,2,23.6,4,1078.915,2078.752,1254.200,188.153,356.967,339.175,4851.639,5005.492,4871.528
8/30/22,Scituate,3,14.1,3,1128.835,1323.671,1160.269,187.693,218.250,210.634,2889.803,2916.240,2892.169
8/30/22,Scituate,4,20.0,4,1135.155,1532.701,1204.699,189.356,256.751,241.450,2910.848,2965.489,2916.315
8/30/22,Scituate,5,25.9,3,1057.132,2143.902,1249.497,189.467,380.405,368.111,2716.892,2896.579,2739.756
8/30/22,Scituate,6,21.7,4,1108.342,1594.746,1187.725,189.223,265.307,251.356,4412.572,4476.885,4420.322
8/30/22,Scituate,7,14.8,2,1049.151,1261.104,1102.535,187.885,240.702,235.610,4513.828,4564.436,4517.631
8/30/22,Scituate,8,24.1,3,1072.734,2022.768,1232.995,198.481,357.182,342.481,4457.870,4601.657,4476.180
8/30/22,Scituate,9,15.9,3,1064.532,1270.851,1107.843,195.048,236.571,226.875,4591.767,4626.576,4594.162
8/30/22,Scituate,10,23.2,3,1056.057,1968.967,1213.976,196.295,353.244,342.191,4602.327,4749.196,4620.669
10/10/22,Bristol,1,13.7,4,1080.906,1103.839,1101.601,195.395,216.247,211.638,4362.315,4382.524,4364.656
